id,repeatProbability
1724653279,0.308758362845
466567780,0.221903438843
518894754,0.247080647173
4631953867,0.22767313363
142594437,0.191364253685
1837604382,0.239648876042
694232570,0.313215718432
1976936436,0.223352925773
134819360,0.251606005444
2595440965,0.203750777349
1056424122,0.226169188834
4142211113,0.266024824494
2987171534,0.199792133651
4427851878,0.202422555557
3625874924,0.164413674893
441976011,0.144477869894
583488430,0.293579414422
3625874921,0.182366104278
570820739,0.240403274287
728011883,0.2478941263
441314565,0.287230601342
4639005779,0.277131322271
405451556,0.211552980501
3963584344,0.24289621733
470343356,0.163307670594
4263830390,0.184185892622
4402136680,0.262426089782
684215554,0.252471928828
3619037875,0.269515360438
143320690,0.297612063034
4627916959,0.306038364213
2143540217,0.183353365262
4371185647,0.243740924645
2683696157,0.204078573592
311881134,0.192602699366
1070278035,0.150273424336
3685234151,0.212884431619
4635173086,0.169038584265
2772348917,0.290867991033
3020492585,0.492428004353
98534156,0.283238585363
2445824241,0.244969506188
3838837231,0.314420746741
311073990,0.239398182894
4397625097,0.266691588253
3960110289,0.174026314428
600256114,0.310404029517
4435725056,0.190724025871
143509830,0.216092379884
2615820862,0.214052406846
2697876516,0.257404265015
1786784777,0.212894145813
3333333902,0.20988327065
3420543149,0.37127331664
4177131011,0.204770663512
4362363350,0.325363852932
723385591,0.260393252792
4027383554,0.177983589118
3577511024,0.279837597881
499157226,0.282069986759
2156379722,0.238272320922
4550046328,0.265162548296
452534056,0.216113699106
3021915272,0.210445787652
4744891649,0.166591294875
119679702,0.215935606325
684597233,0.227698264998
3374997013,0.18885831657
2327100020,0.218727592553
4627896532,0.233119540168
3786840806,0.241203235572
4327798614,0.191148852196
2478019718,0.220644378767
4367361985,0.288292463537
3414346886,0.251042084586
2716966128,0.377951450298
4281866183,0.27346807625
2945009363,0.208044114171
3423809145,0.338285719497
2720763577,0.170035726432
4406146295,0.19941721804
3869123317,0.276625098287
4395412386,0.217524612295
3411904654,0.284268245729
310872840,0.231440721232
4293326758,0.209717639235
4089641516,0.213417937921
452673245,0.197907244366
4310976221,0.204872602748
180968925,0.161357092174
592571459,0.247818957599
4082415235,0.180903288386
4055519794,0.224471696291
3877167668,0.226659578578
715253253,0.16534744969
475450783,0.198148980947
496226488,0.237447179183
4359400035,0.235300625035
4359429494,0.217589699194
708025308,0.190362145278
1784575920,0.221453647121
1782874318,0.217925724529
3828682078,0.238184646559
99009821,0.372631376525
4036667434,0.168226096833
4173159670,0.19249501309
493658389,0.237105505524
4622951646,0.226364616426
2808152023,0.276732064756
3868988434,0.319465254677
2788938296,0.176716719237
4638586361,0.290329385251
4190789089,0.264219662253
4385704921,0.310553228028
464003008,0.177128301307
1775569522,0.204906884652
4342032085,0.220908795187
3612634210,0.197913886745
615303184,0.171756719672
4309238782,0.209730182033
103960805,0.239998312797
4348699453,0.275731250896
1975422199,0.271011683039
3614679981,0.165337853003
582844869,0.180601276705
4618092348,0.212720083807
4378837548,0.241208524444
2559185556,0.189214416068
3800329182,0.203387665064
1827725932,0.267884140419
3356752950,0.212445638758
3888000312,0.157945949762
495658563,0.190796302062
3786843385,0.252313883582
4244205249,0.238035434667
2992309653,0.19947983958
2553050105,0.160977491941
3838640719,0.28477081993
4171850725,0.216017165602
733056766,0.297050548715
2649305864,0.246385734096
140478757,0.185509125004
818801185,0.211315251273
4498311471,0.185636169185
4660727435,0.201770560339
310362114,0.21730613969
3722385711,0.192075671632
2225667966,0.268075659369
3717440965,0.24540142023
4617578337,0.226585857084
2917566398,0.203932939714
4630811167,0.292754698617
3032943536,0.262508303055
329672298,0.162457793333
4367134792,0.304833589294
4357414804,0.177873601853
4058362167,0.180253957303
4392087529,0.181731315774
3775636249,0.394804846992
126149108,0.266152958435
4204123861,0.437072048248
601197627,0.288925462605
312729323,0.198885875181
126132651,0.248773046702
3538300568,0.205290766393
3387452647,0.204444577719
2997254381,0.184943073052
3765667229,0.274324943479
3990882914,0.226647796185
3409664503,0.191916997827
2960982489,0.182882521339
4354325957,0.222864901726
4430556151,0.24359341667
602851328,0.184909940834
4140746761,0.241893713568
4078666321,0.284425204401
4453538504,0.220830907826
2407954791,0.220052128047
473568856,0.200910955866
720406015,0.178010027676
4634498538,0.161057484558
4226691345,0.251222735413
3262614966,0.217580602019
4018632300,0.203654459005
3337142591,0.309960567294
604022828,0.333073094785
4065274338,0.211049165179
175957527,0.302755963184
4425267036,0.25258303845
705430149,0.397076802241
4455256175,0.239918273002
615456134,0.269777537194
3660992970,0.289650808124
4359804774,0.2136459409
524404949,0.809959232334
4619846841,0.284130041787
135556907,0.329701084366
2241802802,0.202960244149
3988301499,0.23551707616
523940055,0.210309198439
1950658225,0.192474620911
1749880681,0.464941661386
1050032293,0.213048427672
728806381,0.350008748696
312820367,0.213996578888
1884751483,0.199626670689
